text,tokens,source,categories,primary_category,x,y,sentiment,sentiment_code
"Auf dem Wege dahin kamen wir an einem Ort vorbei, der die Stelle einer Beule bezeichnen soll, welche Eva der Sage gemäss besass. Ich fragte Schiech  Mustapha, was das für eine Beule gewesen sein könne und er versicherte mir allen Ernstes, dieselbe rühre von Prügeln her, welche die Aeltermutter von Sidna Adam , ihrem Herrn und Gemahl, bekommen habe. Diese ächt muselmännische Fabel zeigt, wie geheiligt im Islam die Prügel des Ehegatten sind. In der That sagt der Koran ( Sure 4. Vers 34) ausdrücklich , dass der Mann seine Frauen schlagen soll","['weg', 'kommen', 'ort', 'stelle', 'beule', 'bezeichnen', 'sage', 'gemäß', 'besitzen', 'fragen', 'beule', 'versichern', 'ernst', 'rühren', 'prügel', 'aeltermutter', 'herr', 'gemahl', 'bekommen', 'ächten', 'muselmännisch', 'fabel', 'zeigen', 'heiligen', 'islam', 'prügel', 'ehegatte', 'sagen', 'koran', '4.', 'ausdrücklich', 'mann', 'frau', 'schlagen']",travel,"['religious', 'gender']",religious,-2.496389,-1.5430855,neutral,NEU
"Alles, was die Kaaba und ihren Pilgerdienst betrifft, ist so ganz dem reineren Monotheismus fremd, alles diess ist so durchaus und so unzweifelhaft heidnisch, dass man deutlich erkennt, dass Mohamed , welcher dieses götzendienerische Element, um seiner Lehre unter den fanatisch - heidnischen Arabern mehr Anhänger zu verschaffen , in seine Religion mit aufnahm, dadurch sie für ewig zu einem Cultus von barbarischer Rohheit gestempelt hat. ","['pilgerdienst', 'betreffen', 'rein', 'monotheismus', 'fremd', 'unzweifelhaft', 'heidnisch', 'deutlich', 'erkennen', 'götzendienerisch', 'element', 'lehre', 'fanatisch', 'heidnisch', 'araber', 'anhänger', 'verschaffen', 'religion', 'aufnehmen', 'ewig', 'cultus', 'barbarisch', 'rohheit', 'stempeln']",travel,"['ethnic_cultural', 'behavioral']",ethnic_cultural,-2.4882514,1.0749035,negative,NEG
"Und das ist kein Einzelfall! Rainer Wendt (58), Bundesvorsitzender der Deutschen Polizeigewerkschaft, zu BILD: „Wir laufen Gefahr, dass die Lage in den Flüchtlingsunterkünften außer Kontrolle gerät. Nach unseren Erkenntnissen kommt es leider an vielen Orten sehr gezielt und gut vorbereitet nahezu täglich zu ethnischen oder religiös motivierten gewaltsamen Auseinandersetzungen.“","['einzelfall', 'bundesvorsitzende', 'laufen', 'gefahr', 'lage', 'flüchtlingsunterkunft', 'kontrolle', 'geraten', 'erkenntnis', 'kommen', 'ort|orten', 'gezielt', 'gut', 'vorbereiten', 'täglich', 'ethnisch', 'religiös', 'motivieren', 'gewaltsam', 'auseinandersetzung']",bild,['ethnic_cultural'],ethnic_cultural,0.36389172,-0.8736109,negative,NEG
"In einem vertraulichen Bericht (liegt BILD vor) schildert ein Gesundheitsaufseher der Bundeswehr die Situation in einem Thüringer Lager wie folgt: „In den Unterkunftsbereichen werden alleinstehende Frauen von anderen männlichen Personen (...) anuriniert, auch wenn die Frauen schlafen. Sexuelle Belästigungen sind an der Tagesordnung.“","['vertraulich', 'bericht', 'liegen', 'schildern', 'gesundheitsaufseher', 'bundeswehr', 'situation', 'lager', 'folgen', 'unterkunftsbereich', 'alleinstehend', 'frau', 'männlich', 'person', 'anurinieren', 'frau', 'schlafen', 'sexuell', 'belästigung', 'tagesordnung']",bild,['gender'],gender,-0.1576329,-2.6300406,negative,NEG
"„Vorrangig ging es den meist arabischen Tätern um die Sexualstraftaten oder, um es aus ihrem Blickwinkel zu sagen, um ihr sexuelles Amüsement.“","['vorrangig', 'gehen', 'arabisch', 'täter', 'sexualstraftat', 'blickwinkel', 'sagen', 'sexuell', 'amüsement']",bild,['gender'],gender,-0.686443,-1.5771855,neutral,NEU
"Zu Wort kommt in dem Film auch ein junger Ägypter, der die Vorfälle mit den Worten kommentiert, es sei „keine gute Angewohnheit“, doch das Verhalten der Frauen treibe den ägyptischen Mann zu diesen Vergewaltigungen – „wie sie sich anziehen, wie sie gehen, alles“.","['wort', 'kommen', 'film', 'jung', 'ägypter', 'vorfall', 'wort', 'kommentieren', 'gut', 'angewohnheit', 'verhalten', 'frau', 'treiben', 'ägyptisch', 'mann', 'vergewaltigung', 'anziehen', 'gehen']",bild,['gender'],gender,-1.4341073,-2.8275003,neutral,NEU
Fotos zeigen unter den Flüchtlingen aus Syrien deutlich hohe Zahl des dortigen Mittelstands (plus Familien) mit vermutlicher Ausbildung. Diesen Umstand gilt es zu erkunden und zu nutzen. Die Syrer (10 Prozent Christen) gelten neben den benachbarten Libanesen als die tüchtigsten Araber.,"['foto', 'zeigen', 'flüchtling', 'deutlich', 'hoch', 'zahl', 'dortig', 'mittelstand', 'plus', 'familie', 'vermutlich', 'ausbildung', 'umstand', 'gelten', 'erkunden', 'nutzen', 'syrer', 'prozent', 'christ', 'gelten', 'benachbart', 'libanese', 'tüchtig', 'araber']",krone,['ethnic_cultural'],ethnic_cultural,-0.39218074,0.59031427,neutral,NEU
"Wie berichtet, wurden mindestens 100 Frauen von einer Horde Männer – laut Zeugen aus dem arabischen oder nordafrikanischen Raum – sexuell bedrängt und ausgeraubt. Klar ist: Frauen haben Angst und müssen vor Übergriffen geschützt werden!","['berichten', 'frau', 'horde', 'mann', 'zeuge', 'arabisch', 'nordafrikanisch', 'raum', 'sexuell', 'bedrängen', 'ausrauben', 'klar', 'frau', 'haben', 'angst', 'übergriff', 'schützen']",krone,['gender'],gender,-1.0589682,-2.0698986,negative,NEG
"Frauen sollten nachts generell in Begleitung unterwegs sein, Angst-Räume meiden und in Lokalen keine Getränke von Fremden annehmen. Das war früher so und wird auch in Zukunft weiter so sein.","['frau', 'generell', 'begleitung', 'angst', 'raum', 'meiden', 'lokal', 'getränk', 'fremde', 'annehmen', 'früher', 'zukunft']",krone,['gender'],gender,-0.26865086,-3.1124263,neutral,NEU
"„Es ist untragbar, dass Frauen in deutschen Großstädten nachts auf offener Straße, öffentlichen Plätzen von jungen Migranten sexuell traktiert und beraubt werden.“","['untragbar', 'frau', 'deutsch', 'großstadt', 'offen', 'straße', 'öffentlich', 'platz', 'jung', 'migranten', 'sexuell', 'traktieren', 'berauben']",krone,['gender'],gender,-0.18019482,-3.157496,neutral,NEU
"Damit sind wir beim Thema „Treibjagd auf Frauen“ inklusive sexueller Übergriffe und Raub, wie es in Köln passiert ist und nun auch in Österreich aufgedeckt wird. Wir sind aber auch beim Thema, dass es sich bei einer großen Zahl von Flüchtlingen um junge, alleinstehende Männer auch aus dem arabischen und nordafrikanischen Raum handelt. Viele bekommen wahrscheinlich ohnehin keinen positiven Asylbescheid, sie sind aber da, und sie machen Angst. Diese Angst wurde von der Politik vor lauter „Wir schaffen das“-Sprüchen bisher unterschätzt, dann bagatellisiert und schließlich als „Hetze gegen Flüchtlinge“ verteufelt. Völlig richtig ist, dass eine plumpe Verallgemeinerung, wonach alle Flüchtlinge als Sexunholde in einen Topf zu werfen sind, fehl am Platz ist. Das widerspricht auch völlig der Realität. Richtig ist aber auch, dass es unter den Flüchtlingen, aber auch bei uns geborenen Zuwanderern der zweiten und dritten Generation Jugendliche gibt, die Frauen als Freiwild betrachten. Denen muss „die Politik“ das Handwerk legen, und zwar mit aller notwendigen Strenge des Gesetzes. ","['thema', 'frau', 'sexuell', 'übergriff', 'raub', 'passieren', 'aufdecken', 'sein', 'thema', 'groß', 'zahl', 'flüchtling', 'jung', 'alleinstehend', 'männer', 'arabisch', 'nordafrikanisch', 'raum', 'handeln', 'bekommen', 'wahrscheinlich', 'positiv', 'asylbescheid', 'machen', 'angst', 'angst', 'politik', 'laut', 'schaffen', 'sprüchen', 'unterschätzen', 'bagatellisieren', 'hetze', 'flüchtling', 'verteufeln', 'völlig', 'richtig', 'plumpe', 'verallgemeinerung', 'flüchtling', 'sexunhold', 'topf', 'werfen', 'platz', 'widersprechen', 'völlig', 'richtig', 'flüchtling', 'geboren', 'zuwanderer', 'zweit', 'dritt', 'generation', 'jugendliche', 'geben', 'frau', 'freiwild', 'betrachten', 'politik', 'handwerk', 'legen', 'notwendig', 'strenge', 'gesetz']",krone,"['gender', 'behavioral']",gender,-1.4461737,-1.9142392,neutral,NEU
"Laut Bericht hätten mutmaßliche Täter vor den Augen der Polizisten mit einem Grinsen im Gesicht ihre Aufenthaltstitel zerrissen. Dazu hätten sie verhöhnende Sätze gerufen, wie „Ihr könnt mir nix, hole mir morgen einen neuen!“ oder „Ich bin Syrer, ihr müsst mich freundlich behandeln! Frau Merkel hat mich eingeladen!“","['bericht', 'mutmaßlich', 'täter', 'auge', 'polizist', 'grinsen', 'gesicht', 'aufenthaltstitel', 'zerreißen', 'verhöhnend', 'satz', 'rufen', 'holen', 'neu', 'sein', 'syrer', 'freundlich', 'behandeln', 'frau', 'einladen']",krone,['gender'],gender,0.39755177,-1.0549095,neutral,NEU
"Diese sogenannten „einsamen Wölfe“, meist auch Kleinkriminelle ohne Perspektive, sagen Religion, aber sie meinen Rache an einer Gesellschaft, von der sie sich in der Regel aus eigenem Verschulden benachteiligt fühlen. So ist an der Amokfahrt von Nizza der Umstand bezeichnend, dass das erste Opfer eine muslimische Frau war (so wie „9/11“ in New York über 300 Moslems das Leben gekostet hat.). Es ging in Nizza wie vorher in Paris (doch nie in den Golfemiraten) darum, den Lebensfrohen ihr Leben zu verderben. Zur Begründung wird dann der Koran selektiv nachgeschoben.","['sogenannt', 'einsam', 'wolf', 'kleinkriminell', 'perspektive', 'sagen', 'religion', 'rache', 'gesellschaft', 'regel', 'eigen', 'verschulden', 'benachteiligen', 'fühlen', 'amokfahrt', 'umstand', 'bezeichnend', 'erst', 'opfer', 'muslimisch', 'frau', 'moslem', 'leben', 'kosten', 'gehen', 'golfemirat', 'lebensfroh', 'leben', 'verderben', 'begründung', 'koran', 'selektiv', 'nachschieben']",krone,"['religious', 'gender']",religious,-1.0264844,0.19671911,negative,NEG
"Ganz offenbar trauen die Menschen in Arabien und im Iran dem Westen nicht, auch seine guten Worte und besten Taten subsumieren sie nur unter eine Geschichte von Rassismus und Imperialismus. Und was das Schlimmste ist: Sie haben nicht ganz Unrecht. Selbst der gelegentliche Export von Freiheit (wenn es grad passte) musste auf die Araber wirken wie ein Geschoss, nicht wie eine Einladung. Der Westen, der daheim die Demokratie lebt, tritt global zumeist als übler Autokrat auf","['trauen', 'mensch', 'westen', 'gut', 'wort', 'gut', 'tate', 'subsumieren', 'geschichte', 'rassismus', 'imperialismus', 'schlimmst', 'haben', 'ganz', 'unrecht', 'gelegentlich', 'export', 'freiheit', 'grad', 'passen', 'araber', 'wirken', 'geschoß', 'einladung', 'westen', 'demokratie', 'leben', 'treten', 'global', 'übel', 'autokrat']",zeit,['ethnic_cultural'],ethnic_cultural,-2.4614549,-0.32692748,negative,NEG
"Damit würde man einiges von dem Groll wegräumen, der jetzt unter Arabern gegen uns gehegt (und gepflegt) wird. Diese Wut machen sich die Herrschenden dort zunutze, die, nebenbei gesagt, oft selbst ein rassistisches Verhältnis zu ihrem eigenen Volk haben. Die westliche Arroganz aber schweißt Herrscher und Beherrschte zusammen. Auch dass der Westen immer wieder so massiv und zugleich ungenau interveniert, hält die arabische Ausredenkultur stabil. Entzieht der Westen sein Gift, dann kollabieren früher oder später jene Systeme, die immer wieder Terror und Flucht entstehen lassen. Um den islamistischen Terror zu bekämpfen, müssen wir uns mit den Muslimen versöhnen. Es wäre also Zeit für eine neue, eine echte Realpolitik.","['groll', 'wegräumen', 'araber', 'hegen', 'pflegen', 'wut', 'machen', 'herrschende', 'sagen', 'rassistisch', 'verhältnis', 'eigen', 'volk', 'haben', 'westlich', 'arroganz', 'schweißen', 'herrscher', 'beherrschte', 'westen', 'massiv', 'ungenau', 'intervenieren', 'halten', 'arabisch', 'ausredenkultur', 'stabil', 'entziehen', 'westen', 'gift', 'kollabieren', 'früher', 'spät', 'system', 'terror', 'flucht', 'entstehen', 'lassen', 'islamistisch', 'terror', 'bekämpfen', 'muslime', 'versöhnen', 'zeit', 'neu', 'echt', 'realpolitik']",zeit,['ethnic_cultural'],ethnic_cultural,-2.5177538,-0.33952773,negative,NEG
"Hast du das mit Köln gehört? Waren es auch Araber bei dir? Ich antworte: Ja.
Und jetzt? Habe ich Angst. Da ist die Angst, die kommt, wenn man in den eigenen Hausflur gedrückt und bedrängt wird. Egal, ob der Angreifer ein deutsches oder ein arabisches Arschloch ist. ","['gehören', 'araber', 'antworten', 'haben', 'angst', 'angst', 'kommen', 'eigen', 'hausflur', 'drücken', 'bedrängen', 'egal', 'angreifer', 'deutsch', 'arabisch', 'arschloch']",zeit,['ethnic_cultural'],ethnic_cultural,-1.89968,-0.77708113,negative,NEG
"Wenn Leute mich nun fragen, ob ich seit dem Überfall anders über Araber denke, schwingt in der Frage eine klammheimliche Lust mit – Lust, die eigene Angst bestätigt zu sehen: Jetzt hat die Gutmenschin von ihren Arabern einen draufgekriegt, versteht sie jetzt, dass Toleranz bloß Luxus ist? Schaut man sich die Medienberichte an, wird klar: Aus der Willkommenskultur wird eine Angstkultur gemacht, die sexuelle Gewalt vor allem dann thematisiert, wenn sie von Fremden begangen wird.","['leute', 'fragen', 'überfall', 'araber', 'denken', 'schwingen', 'frage', 'klammheimlich', 'lust', 'lust', 'eigen', 'angst', 'bestätigen', 'sehen', 'araber', 'draufkriegen', 'verstehen', 'toleranz', 'bloß', 'luxus', 'schauen', 'medienbericht', 'werden', 'klar', 'willkommenskultur', 'angstkultur', 'machen', 'sexuell', 'gewalt', 'thematisieren', 'fremde', 'begehen']",zeit,"['gender', 'ethnic_cultural']",gender,-1.8610755,-1.0341091,negative,NEG
"Der Focus zeigt auf dem Cover eine nackte, weiße, junge Frau, die von schwarzen Händen betatscht wird. Ich könnte kotzen. So macht man Frauen zu Objekten, zu Opfern – und alle Fremden zu Tätern.","['zeigen', 'cover', 'nackt', 'weiß', 'jung', 'frau', 'schwarz', 'hand', 'betatschen', 'kotzen', 'machen', 'frau', 'objekt', 'opfer', 'fremde', 'täter']",zeit,"['gender', 'appearance']",gender,-2.5944486,-3.1259315,negative,NEG
"Hinter den Angriffen von Köln steht für viele jener Typus des ""arabischen Mannes"", der auch in Kairo Frauen anpöbelt, begrapscht, vergewaltigt. So einfach ist es nicht.","['angriff', 'stehen', 'typus', 'arabisch', 'mann', 'frau', 'anpöbeln', 'begrapschen', 'vergewaltigen', 'einfach']",zeit,['gender'],gender,-1.1210123,-1.6825278,neutral,NEU
"Auch wenn nicht klar ist, was in der Silvesternacht genau vorgefallen ist, wer die Frauen angegriffen hat und warum, sind viele Kommentatoren sicher: Es muss jener Typus des ""arabischen Mannes"" gewesen sein, der auch in Kairo Frauen anpöbelt, begrapscht und vergewaltigt, weil dort, in der ""muslimischen Welt"", Männer so etwas eben tun.","['klar', 'silvesternacht', 'genau', 'vorfallen', 'frau', 'angreifen', 'kommentator', 'sicher', 'typus', 'arabisch', 'mann', 'frau', 'anpöbeln', 'begrapschen', 'vergewaltigen', 'muslimischen', 'welt', 'mann', 'tun']",zeit,['gender'],gender,-1.2265377,-1.7877694,neutral,NEU
"Die Entwicklungen nach 2011 hätten den Kampf um Emanzipation um Jahrzehnte zurückgeworfen, schreibt die Vorsitzende des Zentrums für die Rechte der Frauen, Nehad Abul-Komsan in ihren Berichten. Die Unterdrückung werde von allen politischen Lagern betrieben. Sie umschreibt damit, was westliche Berichterstatter gern übersehen: Die organisierten Übergriffe haben im gespaltenen Ägypten oft auch eine politische Dimension. Viele Aktivisten sind überzeugt, dass der Staat die Attacken als Abschreckungsmaßnahme organisiert.","['entwicklung', 'kampf', 'emanzipation', 'jahrzehnt', 'zurückwerfen', 'schreiben', 'vorsitzende', 'zentrum', 'recht', 'frau', 'bericht', 'unterdrückung', 'politisch', 'lager', 'betreiben', 'umschreiben', 'westlich', 'berichterstatter', 'übersehen', 'organisieren', 'übergriff', 'haben', 'gespalten', 'politisch', 'dimension', 'aktivist', 'überzeugt', 'staat', 'attacke', 'abschreckungsmaßnahme', 'organisieren']",zeit,['gender'],gender,-1.5092463,-3.661102,neutral,NEU
"Die Jungen sind durch die Umbrüche verunsichert und wegen der wachsenden Armut und Arbeitslosigkeit frustriert. Die sozialen Spannungen kollidieren mit dem mentalen Zuschnitt einer ungleichen Gesellschaft: Die Vorstellung, dass die Frau dem Mann nachgeordnet ist, ist in Ägypten weit verbreitet. Und nicht nur in Ägypten","['junge', 'umbruch', 'verunsichern', 'wachsend', 'armut', 'arbeitslosigkeit', 'frustriert', 'sozial', 'spannung', 'kollidieren', 'mental', 'zuschnitt', 'ungleich', 'gesellschaft', 'vorstellung', 'frau', 'mann', 'nachgeordnet', 'weit', 'verbreiten']",zeit,['gender'],gender,-1.6542153,-3.0942814,neutral,NEU
"Die ""arabischen Frauen"" sind mitnichten passiv leidende Objekte, wie es viele Kommentatoren hierzulande glauben machen wollen. Frauen in der arabischen Welt sind nicht allein Opfer, sondern Subjekte und Akteure. Sie haben die Protestbewegungen in ihren Ländern schon immer angetrieben.","['arabisch', 'frau', 'passiv', 'leidend', 'objekt', 'kommentator', 'glauben', 'machen', 'frau', 'arabisch', 'welt', 'opfer', 'subjekt', 'akteur', 'protestbewegung', 'land', 'antreiben']",zeit,['gender'],gender,-1.4244902,-1.6275778,neutral,NEU
"Nie schien die Teilung ""weiblich gleich privat, männlich gleich öffentlich"" so überholt. Denn auch viele junge Männer pochen auf ein neues Rollenbild, bei dem ihnen nicht mehr der Part des Paschas zufällt. Viele machen sich für Gleichberechtigung stark. Männer wie der junge Ägypter Fathi Farid, der aus Wut gegen die Angriffe auf Frauen in Kairo die Gruppe Shoft Ta7rosh (dt. ""Ich habe sexuelle Belästigung gesehen"") gründete und unablässig Infozettel zu sexueller Gewalt an Passanten verteilt. Oder auf einer improvisierten Bühne steht und ruft: ""Sexuelle Belästigung ist ein Verbrechen.""","['scheinen', 'teilung', 'weiblich', 'privat', 'männlich', 'öffentlich', 'überholt', 'jung', 'mann', 'pechen', 'neu', 'rollenbild', 'part', 'zufallen', 'machen', 'gleichberechtigung', 'stark', 'mann', 'jung', 'ägypter', 'wut', 'angriff', 'frau', 'gruppe', 'deutsch', 'sexuell', 'belästigung', 'sehen', 'gründen', 'unablässig', 'infozettel', 'sexuell', 'gewalt', 'passant', 'verteilen', 'improvisieren', 'bühne', 'stehen', 'rufen', 'sexuell', 'belästigung', 'verbrechen']",zeit,['gender'],gender,-1.4533415,-2.7654753,neutral,NEU
"Den vermeintlich allgemeingültigen Typus des ""arabischen Mannes"" gibt es also nicht. Die kulturelle Ahnungslosigkeit hat sich zu einer gefährlichen Hysterie gesteigert, die Lebensrealitäten ausblendet und Differenzierungen verhindert. Das trübt den Blick auf die zentrale Frage, nämlich warum es Gewalt gegen Frauen gibt und was wir dagegen tun können. Um das zu klären, hilft es nicht, gegen Flüchtlinge aus Nordafrika zu hetzen. Nötig wäre vielmehr eine Debatte über den Umgang mit Körperlichkeit, Tabus und (Doppel-)Moral. Hier. Und auch in arabischen Ländern. Denn Gewalt gegen Frauen ist in vielen Ländern ein Thema. Auch in denen des Nahen Ostens.","['vermeintlich', 'allgemeingültig', 'typus', 'arabisch', 'mann', 'geben', 'kulturell', 'ahnungslosigkeit', 'gefährlich', 'hysterie', 'steigern', 'lebensrealität', 'ausblenden', 'differenzierung', 'verhindern', 'trüben', 'blick', 'zentral', 'frage', 'gewalt', 'frau', 'geben', 'tun', 'klären', 'helfen', 'flüchtling', 'hetzen', 'nötig', 'debatte', 'umgang', 'körperlichkeit', 'tabu', 'doppel-)', 'moral', 'arabisch', 'land', 'gewalt', 'frau', 'land', 'thema']",zeit,['gender'],gender,-1.6654067,-1.4330904,negative,NEG
"Kann man über 'den' arabischen Mann ""den"" arabischen Mann schreiben? Eigentlich nicht, denn es gibt ihn so wenig, wie es ""den"" deutschen Mann gibt. Mehr noch: Der Araber, der Muslim, der Muselman – das sind Klischees, die von jenem kolonialen Blick zeugen, der tief in der westlichen Kultur verankert ist. Um vor sich selbst zu rechtfertigen, dass man in Arabien wieder und wieder einmarschieren und mit der dortigen Bevölkerung nach Belieben umspringen darf, wurden die Araber als minderwertig, wild, verschlagen, aggressiv, geil und undiszipliniert dargestellt. Darum ist einiges Selbstmisstrauen angebracht, wenn ""wir"" über ""die"" zu sprechen beginnen.","['arabisch', 'mann', 'arabisch', 'mann', 'schreiben', 'geben', 'deutsch', 'mann', 'geben', 'araber', 'muslim', 'klischee', 'kolonial', 'blick', 'zeugen', 'tief', 'westlich', 'kultur', 'verankern', 'rechtfertigen', 'einmarschieren', 'dortig', 'bevölkerung', 'belieben', 'umspringen', 'araber', 'minderwertig', 'wild', 'verschlagen', 'aggressiv', 'geil', 'undiszipliniert', 'darstellen', 'selbstmisstrauen', 'anbringen', 'sprechen', 'beginnen']",zeit,"['ethnic_cultural', 'behavioral']",ethnic_cultural,-2.3494918,-0.6157982,negative,NEG
"Die jungen arabischen Männer sind keineswegs nach Egalia, ins Paradies der Gleichberechtigung und Gewaltfreiheit eingewandert, sondern in eine Gesellschaft, in der es immer noch Vergewaltigung und sexuelle Nötigung in erheblichem Ausmaß gibt, auch durch Deutsche.","['jung', 'arabisch', 'mann', 'paradies', 'gleichberechtigung', 'gewaltfreiheit', 'einwandern', 'gesellschaft', 'vergewaltigung', 'sexuell', 'nötigung', 'erheblich', 'ausmaß', 'geben', 'deutsch']",zeit,['gender'],gender,-1.2388904,-2.407487,neutral,NEU
"Dennoch verraten die Kleidervorschriften für Frauen im arabischen Raum auch etwas über die unterstellte Triebstruktur des Mannes: Er droht schon durch den flüchtigen Anblick weiblicher Haut zum Opfer der eigenen animalischen Natur zu werden. Auch das kennen wir, etwa aus den Diskussionen über Prostitution: Wenn er es nicht im Bordell rauslassen kann, dann aber ... Dieses im Grunde sexistische Bild vom Mann liefert ihm die eigene Exkulpation gleich mit: Ich war’s nicht, der Affe in mir war’s.","['verraten', 'kleidervorschrift', 'frau', 'arabisch', 'raum', 'unterstellen', 'triebstruktur', 'mann', 'drohen', 'flüchtig', 'anblick', 'weiblich', 'haut', 'opfer', 'eigen', 'animalisch', 'natur', 'werden', 'kennen', 'diskussion', 'prostitution', 'bordell', 'rauslassen', 'grund', 'sexistisch', 'bild', 'mann', 'liefern', 'eigen', 'exkulpation', 'sein', 'affe']",zeit,['gender'],gender,-1.8784221,-1.727495,negative,NEG
"""Muss meine Frau tun, was ich ihr sage? – Nein, in Österreich sind Frauen und Männer gleichberechtigt.""","['frau', 'tun', 'sagen', 'frau', 'mann', 'gleichberechtigt']",standard,['gender'],gender,0.34791133,-2.3800607,neutral,NEU
